iteration,best_fitness,mean_fitness,min_fitness_current,eval_time,update_time,overhead_time,worker_time_total,critical_path_time,tasks_submitted,total_iter_time,gbest_improved,previous_gbest,total_run_time
19,0.21498104919032499,2.287498055378663,0.2898483509370748,0.0001993000041693449,0.0002555999963078648,6.57000346109271e-05,0.00012129996321164072,0.00012129996321164072,40,0.0004689000197686255,False,0.21498104919032499,
20,0.21381979606003224,2.449444964038334,0.21381979606003224,0.0002004000125452876,0.0002658999874256551,6.609995034523308e-05,0.00012200005585327744,0.00012200005585327744,40,0.00047939998330548406,True,0.21498104919032499,
21,0.2084123065035561,1.9135530328001926,0.2084123065035561,0.00020229999790899456,0.00025969999842345715,6.739996024407446e-05,0.00012280003284104168,0.00012280003284104168,40,0.00047530001029372215,True,0.21381979606003224,
22,0.2084123065035561,1.8249190870725571,0.296098780336857,0.00019950000569224358,0.00026179998531006277,6.579997716471553e-05,0.0001215000229422003,0.0001215000229422003,40,0.00047389999963343143,False,0.2084123065035561,
23,0.18073229272187083,1.8761098943615508,0.18073229272187083,0.0002303999790456146,0.00025400001322850585,6.730001769028604e-05,0.00012079995940439403,0.00012079995940439403,40,0.0005080999981146306,True,0.2084123065035561,
24,0.14957555709841588,1.7199875802956577,0.14957555709841588,0.00020829998538829386,0.0003582000208552927,7.020003977231681e-05,0.00012429998605512083,0.00012429998605512083,40,0.0005858000076841563,True,0.18073229272187083,
25,0.14957555709841588,1.528270068167434,0.2513200606018292,0.0005607999919448048,0.0004835000145249069,0.00015079995500855148,0.0003727000439539552,0.0003727000439539552,40,0.0010890000266954303,False,0.14957555709841588,
26,0.14957555709841588,1.5740357665068898,0.20050426745285374,0.0004905999812763184,0.0005667000077664852,0.00015590002294629812,0.00030229997355490923,0.00030229997355490923,40,0.0010936000035144389,False,0.14957555709841588,
27,0.09974419619506666,1.3063650388825234,0.09974419619506666,0.00067559999297373,0.0005728999967686832,0.00017610000213608146,0.00046079998719505966,0.00046079998719505966,40,0.0013076000032015145,True,0.14957555709841588,
28,0.08488516140609077,1.447461358517873,0.08488516140609077,0.0002133999951183796,0.00048729998525232077,6.999998004175723e-05,0.0001280000142287463,0.0001280000142287463,40,0.0007214999932330102,True,0.09974419619506666,
29,0.06314960546186535,1.3070320201172227,0.06314960546186535,0.00019779999274760485,0.00025499999173916876,6.540006143040955e-05,0.00011909991735592484,0.00011909991735592484,40,0.0004693999944720417,True,0.08488516140609077,
30,0.06314960546186535,1.0708558129734018,0.09077705007704698,0.00019300001440569758,0.0002477999951224774,6.319998647086322e-05,0.00011710001854225993,0.00011710001854225993,40,0.0004552000027615577,False,0.06314960546186535,
31,0.06314960546186535,1.1102980925025387,0.07906051073367493,0.00019370001973584294,0.00025519999326206744,6.440005381591618e-05,0.00011699995957314968,0.00011699995957314968,40,0.0004621999978553504,False,0.06314960546186535,
32,0.061184719935973936,1.0171427935246027,0.061184719935973936,0.00019120000069960952,0.00024199998006224632,6.269998266361654e-05,0.00011690001701936126,0.00011690001701936126,40,0.0004451999848242849,True,0.06314960546186535,
33,0.03455626740078282,1.0016537039232685,0.03455626740078282,0.00020100001711398363,0.00025340000865980983,6.530006066896021e-05,0.00012279994552955031,0.00012279994552955031,40,0.00046869998914189637,True,0.061184719935973936,
34,0.033414308577122506,0.7561638636444099,0.033414308577122506,0.00020129999029450119,0.0002573000092525035,6.590000702999532e-05,0.00012279997463338077,0.00012279997463338077,40,0.0004729000211227685,True,0.03455626740078282,
35,0.030689311838656565,0.597482994523651,0.030689311838656565,0.00019950000569224358,0.00035180000122636557,6.51999725960195e-05,0.00012080001761205494,0.00012080001761205494,40,0.0005667000077664852,True,0.033414308577122506,
36,0.0197501209310403,0.7888003339952464,0.0197501209310403,0.00019890000112354755,0.0002544999879319221,6.499994196929038e-05,0.00012110004900023341,0.00012110004900023341,40,0.000468299986096099,True,0.030689311838656565,
37,0.0197501209310403,0.7907148950825326,0.05046969189085006,0.00020260000019334257,0.00025680000544525683,6.589997792616487e-05,0.00012420001439750195,0.00012420001439750195,40,0.0004729000211227685,False,0.0197501209310403,
38,0.0197501209310403,0.5877986480025275,0.03341037894828922,0.0002182000025641173,0.0002796999760903418,6.820002454333007e-05,0.00013679999392479658,0.00013679999392479658,40,0.0005116999964229763,False,0.0197501209310403,
39,0.0197501209310403,0.4897453520963914,0.028387860353504952,0.00022640000679530203,0.0006237999768927693,7.489998824894428e-05,0.00013400003081187606,0.00013400003081187606,40,0.0008722000056877732,False,0.0197501209310403,
40,0.0197501209310403,0.734857830586682,0.03109167886042195,0.0006451000226661563,0.0006543000054080039,0.00025790001382119954,0.00034810000215657055,0.00034810000215657055,40,0.0013488999975379556,False,0.0197501209310403,
41,0.0197501209310403,0.506967518044575,0.022891442697408736,0.00020849998691119254,0.0004245000018272549,6.73000467941165e-05,0.00012609997065737844,0.00012609997065737844,40,0.0006513999833259732,False,0.0197501209310403,
42,0.0197501209310403,0.5746219303130135,0.027129595673500796,0.0001934999891091138,0.0002474999928381294,6.309989839792252e-05,0.00011830008588731289,0.00011830008588731289,40,0.0004532999882940203,False,0.0197501209310403,
43,0.019352534972529298,0.5003837174749142,0.019352534972529298,0.0002004999842029065,0.00023929998860694468,7.139996159821749e-05,0.00011690004612319171,0.00011690004612319171,40,0.00045289998524822295,True,0.0197501209310403,
44,0.019352534972529298,0.43032402011720966,0.02456447091922221,0.0001970999874174595,0.00025099999038502574,6.510005914606154e-05,0.00011879994417540729,0.00011879994417540729,40,0.00046320000546984375,False,0.019352534972529298,
45,0.019352534972529298,0.4479046450809663,0.025742829825020977,0.00019779999274760485,0.00025850001838989556,6.580003537237644e-05,0.00011989995255135,0.00011989995255135,40,0.0004687999899033457,False,0.019352534972529298,
46,0.012330689438307622,0.44332015630052996,0.012330689438307622,0.00019740001880563796,0.00024560000747442245,6.580003537237644e-05,0.00011979998089373112,0.00011979998089373112,40,0.0004545000265352428,True,0.019352534972529298,
47,0.012330689438307622,0.36926469866179035,0.014432362706348643,0.00020119998953305185,0.0002651000104378909,6.769996252842247e-05,0.00012060004519298673,0.00012060004519298673,40,0.00048019998939707875,False,0.012330689438307622,
48,0.012330689438307622,0.2960901720783929,0.016859725244294587,0.00020119998953305185,0.0002548999909777194,6.720004603266716e-05,0.0001224999432452023,0.0001224999432452023,40,0.000467099976958707,False,0.012330689438307622,
49,0.009538433407643107,0.3651845328767812,0.009538433407643107,0.00021460000425577164,0.0004200999974273145,7.240005652420223e-05,0.00012659994536079466,0.00012659994536079466,40,0.0006538000016007572,True,0.012330689438307622,
50,0.008901746800089597,0.14358574067123148,0.008901746800089597,0.0002032000047620386,0.0002714000002015382,6.88000291120261e-05,0.00012119996245019138,0.00012119996245019138,40,0.0004887999966740608,True,0.009538433407643107,
51,0.008901746800089597,0.2940766509041464,0.011878213808989594,0.0002046000154223293,0.0002587999915704131,6.93999754730612e-05,0.000122600031318143,0.000122600031318143,40,0.0004757999849971384,False,0.008901746800089597,
52,0.008503229958452208,0.1513589145803398,0.008503229958452208,0.00022039999021217227,0.0002601000014692545,7.00999516993761e-05,0.0001378000306431204,0.0001378000306431204,40,0.0004935000033583492,True,0.008901746800089597,
53,0.008503229958452208,0.2544620577646821,0.015359056539600189,0.00021180001203902066,0.0002683000057004392,7.120004738681018e-05,0.00012759995297528803,0.00012759995297528803,40,0.0004933000018354505,False,0.008503229958452208,
54,0.008503229958452208,0.1780954735115825,0.00908028344921331,0.00020520001999102533,0.00025599999935366213,6.72000169288367e-05,0.00012630000128410757,0.00012630000128410757,40,0.0004723000165540725,False,0.008503229958452208,
55,0.008503229958452208,0.1511652524865528,0.008801524898708456,0.00020640000002458692,0.0002564000023994595,6.960006430745125e-05,0.00012509996304288507,0.00012509996304288507,40,0.00047389999963343143,False,0.008503229958452208,
56,0.008503229958452208,0.1847154439105132,0.008519283751444355,0.0012404000153765082,0.0002615999837871641,0.001067900040652603,0.00014519997057504952,0.00014519997057504952,40,0.00152749998960644,False,0.008503229958452208,
57,0.00697846059765536,0.19247442509640314,0.00697846059765536,0.0004489000129979104,0.0006734999769832939,0.00014990009367465973,0.0002665999054443091,0.0002665999054443091,40,0.0011643999896477908,True,0.008503229958452208,
58,0.00636624857644313,0.16065547529877705,0.00636624857644313,0.0005789999850094318,0.0010134000040125102,0.00015520004671998322,0.0003889999643433839,0.0003889999643433839,40,0.0016373000107705593,True,0.00697846059765536,
59,0.00636624857644313,0.17297388896521143,0.006427434770061019,0.0006791000196244568,0.0005988999910186976,0.00022229997557587922,0.0004202000272925943,0.0004202000272925943,40,0.0013248000177554786,False,0.00636624857644313,
60,0.004567210027321051,0.19716030353325248,0.004567210027321051,0.00020879998919554055,0.00042799999937415123,7.039998308755457e-05,0.0001233000075444579,0.0001233000075444579,40,0.0006571999983862042,True,0.00636624857644313,
61,0.004567210027321051,0.1518059607405203,0.004684289750737653,0.00019869999960064888,0.0002547000185586512,6.53000024612993e-05,0.00011970000923611224,0.00011970000923611224,40,0.00046949999523349106,False,0.004567210027321051,
62,0.0040408789352029024,0.11507823915502077,0.0040408789352029024,0.00019229997997172177,0.00024560000747442245,6.330007454380393e-05,0.00011679992894642055,0.00011679992894642055,40,0.00045200000749900937,True,0.004567210027321051,
63,0.0040408789352029024,0.1583643055853063,0.004923936553097686,0.00019379999139346182,0.0002663999912329018,6.489994120784104e-05,0.00011610004003159702,0.00011610004003159702,40,0.00047450000420212746,False,0.0040408789352029024,
64,0.002779538393700138,0.19162019994278026,0.002779538393700138,0.0001871999993454665,0.0002452000044286251,6.239995127543807e-05,0.00011300004553049803,0.00011300004553049803,40,0.00044490001164376736,True,0.0040408789352029024,
65,0.0023790931697991353,0.12945673222486725,0.0023790931697991353,0.00019379999139346182,0.0002488000027369708,6.389999180100858e-05,0.0001176999940071255,0.0001176999940071255,40,0.0004566000134218484,True,0.002779538393700138,
66,0.0023790931697991353,0.18167403670358348,0.0028041089490892027,0.0001947999990079552,0.0002480999974068254,6.560003384947777e-05,0.00011719996109604836,0.00011719996109604836,40,0.00045590000809170306,False,0.0023790931697991353,
67,0.0023790931697991353,0.09731041857044706,0.0025902748295101885,0.00019669998437166214,0.00025549999554641545,6.469996878877282e-05,0.00011660001473501325,0.00011660001473501325,40,0.00046519999159500003,False,0.0023790931697991353,
68,0.0023790931697991353,0.19160562112276994,0.003486136225028601,0.0001928000128827989,0.00024839999969117343,6.460005533881485e-05,0.00011659995652735233,0.00011659995652735233,40,0.000451600004453212,False,0.0023790931697991353,
69,0.0018874112336815891,0.09078428506487682,0.0018874112336815891,0.00020420001237653196,0.0003336000081617385,6.830008351244032e-05,0.00012209994019940495,0.00012209994019940495,40,0.0005539999983739108,True,0.0023790931697991353,
70,0.0017738452341841196,0.10949713223197635,0.0017738452341841196,0.000603599997702986,0.0005876999930478632,0.00016190001042559743,0.0004236999957356602,0.0004236999957356602,40,0.0012134000135120004,True,0.0018874112336815891,
71,0.0016122649011359848,0.047168338382027136,0.0016122649011359848,0.00019290001364424825,0.0002573999809101224,6.33999879937619e-05,0.00011680001625791192,0.00011680001625791192,40,0.0004650999908335507,True,0.0017738452341841196,
72,0.0015823224138557658,0.10851958556919664,0.0015823224138557658,0.00019789999350905418,0.0002513999934308231,6.580003537237644e-05,0.00011949994950555265,0.00011949994950555265,40,0.00046380001003853977,True,0.0016122649011359848,
73,0.0015823224138557658,0.14916213657884503,0.0017071551113596547,0.0002083999861497432,0.00025260000256821513,6.599989137612283e-05,0.0001299000869039446,0.0001299000869039446,40,0.00047480000648647547,False,0.0015823224138557658,
74,0.0015823224138557658,0.045696390545259834,0.0020889757056732554,0.00019720001728273928,0.00024909997591748834,6.669998401775956e-05,0.00011850002920255065,0.00011850002920255065,40,0.00045870000030845404,False,0.0015823224138557658,
75,0.001414453147243833,0.08299676082858173,0.001414453147243833,0.00019680001423694193,0.00026369999977760017,6.499997107312083e-05,0.00012030004290863872,0.00012030004290863872,40,0.00047289999201893806,True,0.0015823224138557658,
76,0.0010163325111798797,0.059751777875236986,0.0010163325111798797,0.0002023999986704439,0.00025839998852461576,6.740007665939629e-05,0.00012269994476810098,0.00012269994476810098,40,0.00047389999963343143,True,0.001414453147243833,
77,0.0007623507022921054,0.03488659244987393,0.0007623507022921054,0.00021349999587982893,0.00035620000562630594,7.239996921271086e-05,0.00012710003647953272,0.00012710003647953272,40,0.0005856000061612576,True,0.0010163325111798797,
78,0.0007623507022921054,0.06847827546753252,0.0008407968230716644,0.00020099998801015317,0.0002961000136565417,6.699998630210757e-05,0.00012140002218075097,0.00012140002218075097,40,0.0005099999834783375,False,0.0007623507022921054,
79,0.0007623507022921054,0.07728073467691113,0.0009178072350001147,0.00020520001999102533,0.00025889999233186245,6.9500005338341e-05,0.0001235000090673566,0.0001235000090673566,40,0.00047560001257807016,False,0.0007623507022921054,
80,0.0007623507022921054,0.07932616545954546,0.0009966991464198413,0.00020110001787543297,0.00026849997811950743,6.719998782500625e-05,0.00012220002827234566,0.00012220002827234566,40,0.0004805999924428761,False,0.0007623507022921054,
81,0.00047761075454998543,0.08892191475810528,0.00047761075454998543,0.00020710000535473228,0.0002798999776132405,6.800008122809231e-05,0.00012609994155354798,0.00012609994155354798,40,0.0005017999792471528,True,0.0007623507022921054,
82,0.00047761075454998543,0.03521764511514388,0.0005635361301188527,0.00020390001009218395,0.0002677000011317432,6.809999467805028e-05,0.00012320000678300858,0.00012320000678300858,40,0.00048450002213940024,False,0.00047761075454998543,
83,0.0004609458927672858,0.08482759070281108,0.0004609458927672858,0.00020300000323913991,0.00025859999004751444,6.58000644762069e-05,0.00012569993850775063,0.00012569993850775063,40,0.0004735999973490834,True,0.00047761075454998543,
84,0.0002732032903219398,0.014745592580221692,0.0002732032903219398,0.00021460000425577164,0.00026439997600391507,6.870002835057676e-05,0.00013279999257065356,0.00013279999257065356,40,0.0004935999750159681,True,0.0004609458927672858,
85,0.0002732032903219398,0.06358759842194864,0.0003613290072909537,0.00020429998403415084,0.0002657000150065869,6.849993951618671e-05,0.00012340006651356816,0.00012340006651356816,40,0.0004831000114791095,False,0.0002732032903219398,
86,0.00024139284278737843,0.08322411670848083,0.00024139284278737843,0.00020429998403415084,0.0002643000043462962,6.77999050822109e-05,0.00012450007488951087,0.00012450007488951087,40,0.00048019998939707875,True,0.0002732032903219398,
87,0.00018667559043456373,0.06051836264740379,0.00018667559043456373,0.0002052999916486442,0.0002688000095076859,6.88000291120261e-05,0.00012389998300932348,0.00012389998300932348,40,0.0004873999860137701,True,0.00024139284278737843,
88,0.00018667559043456373,0.023315271424006034,0.00024372411519468166,0.0002195000124629587,0.0004249999765306711,7.240002742037177e-05,0.00013009997201152146,0.00013009997201152146,40,0.0006701999809592962,False,0.00018667559043456373,
89,0.00018667559043456373,0.02556147726142835,0.00019679638955108036,0.0002179000002797693,0.0002620000159367919,7.570005254819989e-05,0.00012859993148595095,0.00012859993148595095,40,0.0004936000041197985,False,0.00018667559043456373,
90,0.00018667559043456373,0.0068141496634901875,0.00022021593138512655,0.00021090000518597662,0.00026729999808594584,6.790008046664298e-05,0.00013059991761110723,0.00013059991761110723,40,0.0004899000050500035,False,0.00018667559043456373,
91,0.00013711368982214007,0.014891986907369559,0.00013711368982214007,0.00020769998081959784,0.00025870001991279423,6.719998782500625e-05,0.00012790001346729696,0.00012790001346729696,40,0.00047879997873678803,True,0.00018667559043456373,
92,0.0001287154768358683,0.008549486902696673,0.0001287154768358683,0.0002072000061161816,0.0002724000078160316,6.860005669295788e-05,0.0001255999377463013,0.0001255999377463013,40,0.0004936999757774174,True,0.00013711368982214007,
93,0.0001287154768358683,0.009491075505290174,0.00014788061365803641,0.00020539999241009355,0.00027459999546408653,6.829999620094895e-05,0.00012430001515895128,0.00012430001515895128,40,0.0004929999995511025,False,0.0001287154768358683,
94,6.152992761586845e-05,0.011977532327488069,6.152992761586845e-05,0.00020640000002458692,0.00025969999842345715,7.0499925641343e-05,0.00012410007184371352,0.00012410007184371352,40,0.00047820000327192247,True,0.0001287154768358683,
95,6.152992761586845e-05,0.007205932632341962,0.0001263394118925158,0.00021079997532069683,0.00027570000384002924,6.960003520362079e-05,0.00012839995906688273,0.00012839995906688273,40,0.0004999999946448952,False,6.152992761586845e-05,
96,6.152992761586845e-05,0.008019724465679567,0.00010603850320366078,0.00019880000036209822,0.0002609000075608492,6.590006523765624e-05,0.00012119993334636092,0.00012119993334636092,40,0.0004707000043708831,False,6.152992761586845e-05,
97,6.152992761586845e-05,0.004658010668810017,6.976851954143169e-05,0.00021090000518597662,0.0002673999988473952,6.959997699595988e-05,0.00012900002184323967,0.00012900002184323967,40,0.0004903000080958009,False,6.152992761586845e-05,
98,6.152992761586845e-05,0.008291508223959179,8.055337853796366e-05,0.00020509999012574553,0.0002838000073097646,6.839999696239829e-05,0.0001247999898623675,0.0001247999898623675,40,0.0005000999954063445,False,6.152992761586845e-05,
99,6.108922949859218e-05,0.009803469601219458,6.108922949859218e-05,0.00020420001237653196,0.00026699999580159783,6.890000076964498e-05,0.0001235000090673566,0.0001235000090673566,40,0.0004827000084333122,True,6.152992761586845e-05,
100,6.108922949859218e-05,0.0035231333577829226,8.180765533791457e-05,0.0002069000038318336,0.00026699999580159783,6.900000153109431e-05,0.00012489999062381685,0.00012489999062381685,40,0.0004880000196862966,False,6.108922949859218e-05,
101,4.824856227358238e-05,0.005805630444473737,4.824856227358238e-05,0.00020509999012574553,0.0002789999998640269,6.919997395016253e-05,0.00012320003588683903,0.00012320003588683903,40,0.0004984999832231551,True,6.108922949859218e-05,
102,4.01328269216379e-05,0.002945207722276593,4.01328269216379e-05,0.00021769999875687063,0.0002708999963942915,7.609999738633633e-05,0.0001286999904550612,0.0001286999904550612,40,0.0005027000152040273,True,4.824856227358238e-05,
103,3.706175998471575e-05,0.0035060792946788343,3.706175998471575e-05,0.000205100019229576,0.00026959998649545014,6.839999696239829e-05,0.0001241000136360526,0.0001241000136360526,40,0.0004882999928668141,True,4.01328269216379e-05,
104,3.706175998471575e-05,0.0029738149926501617,3.973709840756544e-05,0.00021669999114237726,0.0002707999956328422,6.910006050020456e-05,0.0001345999480690807,0.0001345999480690807,40,0.0005011000030208379,False,3.706175998471575e-05,
105,3.329185727643612e-05,0.004570915438370155,3.329185727643612e-05,0.00020939999376423657,0.0002634999982547015,6.93999754730612e-05,0.0001280000142287463,0.0001280000142287463,40,0.0004847999953199178,True,3.706175998471575e-05,
106,3.329185727643612e-05,0.003998059264143541,3.421462479673412e-05,0.0002046000154223293,0.0002792000013869256,6.779996328987181e-05,0.00012430004426278174,0.00012430004426278174,40,0.000496100023156032,False,3.329185727643612e-05,
107,3.329185727643612e-05,0.006895306235019621,4.763541016808254e-05,0.00020539999241009355,0.0002623999898787588,6.84000551700592e-05,0.00012499993317760527,0.00012499993317760527,40,0.0004788000078406185,False,3.329185727643612e-05,
108,2.4089956813327102e-05,0.002669696150296109,2.4089956813327102e-05,0.0002164000179618597,0.00044750000233761966,7.239999831654131e-05,0.00012889999197795987,0.00012889999197795987,40,0.0006825000164099038,True,3.329185727643612e-05,
109,2.4089956813327102e-05,0.0034518502427030003,3.087260043950258e-05,0.00020710000535473228,0.0002699999895412475,6.85999111738056e-05,0.0001251000794582069,0.0001251000794582069,40,0.0004912999866064638,False,2.4089956813327102e-05,
110,2.4089956813327102e-05,0.0020781716734532907,2.6310884964203132e-05,0.00020249999943189323,0.0002710999979171902,6.77000789437443e-05,0.00012259991490282118,0.00012259991490282118,40,0.0004862000059802085,False,2.4089956813327102e-05,
111,1.883767055103344e-05,0.003999880818633747,1.883767055103344e-05,0.00020500001846812665,0.00026279999292455614,6.790005136281252e-05,0.00012509996304288507,0.00012509996304288507,40,0.00048230000538751483,True,2.4089956813327102e-05,
112,1.572004856684322e-05,0.0011638129408160778,1.572004856684322e-05,0.00021019999985583127,0.0002796999760903418,7.010003901086748e-05,0.00012639997294172645,0.00012639997294172645,40,0.0005064999859314412,True,1.883767055103344e-05,
113,1.572004856684322e-05,0.002086307735889343,1.6511470341117993e-05,0.00021649998961947858,0.0002699000178836286,6.930006202310324e-05,0.00013269996270537376,0.00013269996270537376,40,0.0005025000136811286,False,1.572004856684322e-05,
114,1.1987458494554644e-05,0.002670965212978028,1.1987458494554644e-05,0.00020400001085363328,0.00026000000070780516,6.760004907846451e-05,0.00012449995847418904,0.00012449995847418904,40,0.0004762000171467662,True,1.572004856684322e-05,
115,8.114932015235685e-06,0.0016767137633339282,8.114932015235685e-06,0.0002545999886933714,0.00026560001424513757,6.89999433234334e-05,0.00017190005746670067,0.00017190005746670067,40,0.0005374000174924731,True,1.1987458494554644e-05,
116,8.114932015235685e-06,0.0019810929670039407,1.0534759402530647e-05,0.00020409998251125216,0.00027260000933893025,6.81999372318387e-05,0.00012340006651356816,0.00012340006651356816,40,0.0004905000096186996,False,8.114932015235685e-06,
117,2.9492549986103494e-06,0.002595173084354473,2.9492549986103494e-06,0.00020909999147988856,0.0002738999901339412,7.160007953643799e-05,0.00012489993241615593,0.00012489993241615593,40,0.0004960999940522015,True,8.114932015235685e-06,
118,2.9492549986103494e-06,0.0010792892712733792,4.050856847482372e-06,0.0002108000044245273,0.0002954999799840152,6.980000762268901e-05,0.00012829998740926385,0.00012829998740926385,40,0.0005197999998927116,False,2.9492549986103494e-06,
119,2.9492549986103494e-06,0.0018658328398560332,5.005389495463494e-06,0.00020359997870400548,0.0002759000053629279,6.769999163225293e-05,0.00012379998224787414,0.00012379998224787414,40,0.0004911999858450145,False,2.9492549986103494e-06,
120,2.9492549986103494e-06,0.002555029281366477,4.6030769481515315e-06,0.00020500001846812665,0.00026099997921846807,6.799996481277049e-05,0.00012480004807002842,0.00012480004807002842,40,0.0004768999933730811,False,2.9492549986103494e-06,
121,2.9492549986103494e-06,0.0006067822890553484,4.755362201372284e-06,0.00022220000391826034,0.00027439999394118786,7.329988875426352e-05,0.00013590010348707438,0.00013590010348707438,40,0.0005105999880470335,False,2.9492549986103494e-06,
122,2.9492549986103494e-06,0.0012016320603612514,4.641018768583068e-06,0.00019920000340789557,0.0002626999921631068,6.559997564181685e-05,0.00012190002598799765,0.00012190002598799765,40,0.0004732999950647354,False,2.9492549986103494e-06,
123,2.9492549986103494e-06,0.0007963113736229432,6.6558142458107255e-06,0.0002004999842029065,0.00026210001669824123,6.680001388303936e-05,0.0001220999693032354,0.0001220999693032354,40,0.00047389999963343143,False,2.9492549986103494e-06,
124,2.9492549986103494e-06,0.000648404487159395,7.169195705083372e-06,0.00020280000171624124,0.0002621999883558601,6.750001921318471e-05,0.00012349997996352613,0.00012349997996352613,40,0.00048049999168142676,False,2.9492549986103494e-06,
125,2.9492549986103494e-06,0.0001863148705135249,5.173491429096976e-06,0.00020260000019334257,0.00026149998302571476,6.690001464448869e-05,0.00012399998377077281,0.00012399998377077281,40,0.00047569998423568904,False,2.9492549986103494e-06,
126,2.9492549986103494e-06,0.0004692586514176181,3.8054082682163567e-06,0.00021260001813061535,0.0002623999898787588,6.920000305399299e-05,0.00012770001194439828,0.00012770001194439828,40,0.00048809999134391546,False,2.9492549986103494e-06,
127,2.9492549986103494e-06,0.00018347547535242943,3.81476523585975e-06,0.00020559999393299222,0.0002620999875944108,6.860011490061879e-05,0.00012499987496994436,0.00012499987496994436,40,0.0004792999825440347,False,2.9492549986103494e-06,
128,2.4721000685417913e-06,0.00027131794204921964,2.4721000685417913e-06,0.0002462000120431185,0.0002592999953776598,6.989995017647743e-05,0.00013620004756376147,0.00013620004756376147,40,0.0006144999933894724,True,2.9492549986103494e-06,
129,2.1943980896217076e-06,0.00022996958802136202,2.1943980896217076e-06,0.0005545000021811575,0.0006813999789301306,0.0001995000638999045,0.00032259992440231144,0.00032259992440231144,40,0.0012953999976161867,True,2.4721000685417913e-06,
